"","airport","city","country","latitude","longitude"
"1479","STEPHENVILLE","STEPHENVILLE","CANADA",48.544,-58.55
"1480","STRAUBING","STRAUBING","GERMANY",48.901,12.518
"1481","STRAUSBERG","STRAUSBERG","GERMANY",52.58,13.916
"1482","STUTTGART","STUTTGART","GERMANY",48.69,9.222
"1483","COVALIMA","SUAI","EAST TIMOR",-9.303,125.287
"1484","JUANA AZURDUY DE PADILLA","SUCRE","BOLIVIA",-19.007,-65.289
"1485","SUDBURY","SUDBURY","CANADA",46.625,-80.799
"1486","GROSSENHAIN","SUHL","GERMANY",51.308,13.555
"1487","SUMBAWA BESAR","SUMBAWA","INDONESIA",-8.489,117.412
"1488","SUMMERSIDE","SUMMERSIDE","CANADA",46.443,-63.831
"1489","JUANDA","SURABAYA","INDONESIA",-7.38,112.787
"1490","SAMUI","SURAT THANI","THAILAND",9.548,100.062
"1491","SURIN","SURIN","THAILAND",14.869,103.489
"1492","SUWON","SUWON","KOREA",37.239,127.007
"1493","SWANSEA","SWANSEA","ENGLAND",51.605,-4.068
"1494","SYDNEY","SYDNEY","CANADA",46.161,-60.048
"1495","SYDNEY BANKSTOWN","SYDNEY","AUSTRALIA",-33.924,150.988
"1496","OSMANY INTERNATIONAL","SYLHET OSMANI","BANGLADESH",24.963,91.867
"1497","TABATINGA","TABATINGA","BRAZIL",-4.256,-69.936
"1498","TABITEUEA NORTH","TABITEUEA NORTH","KIRIBATI",-1.224,174.776
"1499","TACHILEK","TACHILEK","MYANMAR",20.484,99.935
"1500","DANIEL Z ROMUALDEZ","TACLOBAN","PHILIPPINES",11.227,125.028
"1501","CORONEL FAP CARLOS CIRIANI SANTA ROSA","TACNA","PERU",-18.053,-70.276
"1502","TACUAREMBO","TACUAREMBO","URUGUAY",-31.749,-55.926
"1503","DAEGU AB","TAEGU","KOREA",35.894,128.659
"1504","NAHA","TAHUNA","INDONESIA",3.683,125.528
"1505","MAE SOT","TAK","THAILAND",16.7,98.545
"1506","KHUAN PHUMIPHON","TAK","THAILAND",17.234,99.058
"1507","EL PATO AB","TALARA","PERU",-4.55,-81.224
"1508","CAPITAN MONTES","TALARA","PERU",-4.576,-81.254
"1509","TALLINN","TALLINN-ULEMISTE INTERNATIONAL","ESTONIA",59.413,24.833
"1510","TAMANRASSET","TAMANRASSET","ALGERIA",22.811,5.451
"1511","TAMBACOUNDA","TAMBACOUNDA","SENEGAL",13.737,-13.653
"1512","TAMBARAM","TAMBARAM","INDIA",12.907,80.121
"1513","TAME","TAME","COLOMBIA",6.451,-71.76
"1514","TAMPERE PIRKKALA","TAMPERE","FINLAND",61.414,23.604
"1515","PLAGE BLANCHE","TAN TAN","MOROCCO",28.448,-11.161
"1516","TANDIL","TANDIL","ARGENTINA",-37.237,-59.228
"1517","IBN BATOUTA","TANGER","MOROCCO",35.727,-5.917
"1518","BUDIARTO","TANGERANG","INDONESIA",-6.293,106.57
"1519","TANJORE","TANJORE","INDIA",10.72,79.104
"1520","RADIN INTEN II","TANJUNG KARANG","INDONESIA",-5.242,105.179
"1521","H AS HANANDJOEDDIN","TANJUNG PANDAN","INDONESIA",-2.746,107.755
"1522","KIJANG","TANJUNG PINANG","INDONESIA",0.922,104.532
"1523","KALIMARU","TANJUNG REDEP","INDONESIA",2.154,117.432
"1524","TANJUNG SANTAN","TANJUNG SANTAN","INDONESIA",-0.093,117.439
"1525","TANOUT","TANOUT","NIGER",14.999,8.767
"1526","JUWATA","TARAKEN","INDONESIA",3.326,117.566
"1527","TARAPOA","TARAPOA","ECUADOR",-0.123,-76.337
"1528","TARAPOTO","TARAPOTO","PERU",-6.509,-76.373
"1529","TARAUACA","TARAUACA","BRAZIL",-8.155,-70.783
"1530","BONRIKI INTERNATIONAL","TARAWA","KIRIBATI",1.381,173.147
"1531","LOURDES","TARBES","FRANCE",43.179,-0.006
"1532","CAPITAN ORIEL LEA PLAZA","TARIJA","BOLIVIA",-21.556,-64.701
"1533","GENERAL ENRIQUE MOSCONI TARTAGAL","TARTAGAL","ARGENTINA",-22.62,-63.794
"1534","TARTU","TARTU-ULENURME","ESTONIA",58.307,26.69
"1535","CIBEUREUM","TASIKMALAYA","INDONESIA",-7.346,108.246
"1536","TAUNGOO","TAUNGOO","MYANMAR",19.031,96.401
"1537","TAUPO","TAUPO","NEW ZEALAND",-38.74,176.084
"1538","TAURA","TAURA","ECUADOR",-2.261,-79.689
"1539","TAWAU","TAWAU","MALAYSIA",4.313,118.122
"1540","TCHIBANGA","TCHIBANGA","GABON",-2.889,10.919
"1541","CHEIKH LARBI TEBESSI","TEBESSA","ALGERIA",35.431,8.121
"1542","TEFE","TEFE","BRAZIL",-3.383,-64.724
"1543","TEISKO","TEISKO","FINLAND",61.773,24.027
"1544","TELEMACO BORBA","TELEMACO BORBA","BRAZIL",-24.317,-50.651
"1545","TELERGHMA","TELERGMA","ALGERIA",36.109,6.364
"1546","MAQUEHUE","TEMUCO","CHILE",-38.769,-72.636
"1547","MAYOR GALO TORRES","TENA","ECUADOR",-0.987,-77.819
"1548","TENERIFE SUR","TENERIFE","CANARY ISLANDS",28.044,-16.572
"1549","TENERIFE NORTE","TENERIFE","CANARY ISLANDS",28.482,-16.341
"1550","TENGAH","TENGAH","SINGAPORE",1.387,103.709
"1551","USINA PORTO PRIMAVERA","TEODORO SAMPAIO","BRAZIL",-22.526,-52.972
"1552","SENADOR PETRONIO PORTELLA","TERESINA","BRAZIL",-5.06,-42.823
"1553","BABULLAH","TERNATE","INDONESIA",0.832,127.381
"1554","TESLIN","TESLIN","CANADA",60.173,-132.743
"1555","TESSALIT","TESSALIT","MALI",20.246,0.981
"1556","TETE CHINGOZI","TETE","MOZAMBIQUE",-16.105,33.64
"1557","SANIAT RMEL","TETOUAN","MOROCCO",35.594,-5.32
"1558","THANDWE","THANDWE","MYANMAR",18.461,94.299
"1559","THOMPSON","THOMPSON","CANADA",55.801,-97.864
"1560","THULE AIR BASE","THULE","GREENLAND",76.531,-68.703
"1561","THUNDER BAY","THUNDER BAY","CANADA",48.372,-89.324
"1562","BOU CHEKIF","TIARET","ALGERIA",35.341,1.463
"1563","TIDJIKJA","TIDJIKJA","MAURITANIA",18.57,-11.423
"1564","HASSI R MEL","TILREMPT","ALGERIA",32.93,3.312
"1565","MOSES KILANGIN","TIMIKA","INDONESIA",-4.528,136.887
"1566","TIMIMOUN","TIMIMOUN","ALGERIA",29.237,0.276
"1567","TIMMINS","TIMMINS","CANADA",48.57,-81.377
"1568","TINDOUF","TINDOUF","ALGERIA",27.7,-8.167
"1569","TINGO MARIA","TINGO MARIA","PERU",-9.29,-76.006
"1570","TINOGASTA","TINOGASTA","ARGENTINA",-28.038,-67.58
"1571","TIRUCHIRAPPALLI","TIRUCHCHIRAPPALLI","INDIA",10.765,78.709
"1572","TIRUPATI","TIRUPETI","INDIA",13.632,79.543
"1573","ZENATA","TLEMCEN","ALGERIA",35.017,-1.45
"1574","TOAMASINA","TOAMASINA","MADAGASCAR",-18.109,49.392
"1575","TOFINO","TOFINO","CANADA",49.082,-125.772
"1576","TOLAGNARO","TOLAGNARO","MADAGASCAR",-25.038,46.956
"1577","TOLIARA","TOLIARA","MADAGASCAR",-23.383,43.728
"1578","TOMBOUCTOU","TOMBOUCTOU","MALI",16.73,-3.007
"1579","FUA AMOTU INTERNATIONAL","TONGATAPU","TONGA",-21.241,-175.15
"1580","BUTTONVILLE MUNI","TORONTO","CANADA",43.862,-79.37
"1581","CITY CENTRE","TORONTO","CANADA",43.627,-79.396
"1582","LESTER B PEARSON INTERNATIONAL","TORONTO","CANADA",43.677,-79.631
"1583","DOWNSVIEW","TORONTO","CANADA",43.742,-79.466
"1584","SIDI MAHDI","TOUGGOURT","ALGERIA",33.068,6.089
"1585","TOUHO","TOUHO","NEW CALEDONIA",-20.791,165.259
"1586","FRANCAZAL","TOULOUSE","FRANCE",43.546,1.367
"1587","BLAGNAC","TOULOUSE","FRANCE",43.629,1.364
"1588","LASBORDES","TOULOUSE","FRANCE",43.586,1.499
"1589","MONTAUDRAN","TOULOUSE","FRANCE",43.569,1.481
"1590","VAL DE LOIRE","TOURS","FRANCE",47.432,0.728
"1591","TOUSSUS LE NOBLE","TOUSSOUS-LE-NOBLE","FRANCE",48.752,2.106
"1592","TOWNSVILLE","TOWNSVILLE","AUSTRALIA",-19.253,146.765
"1593","NEFTA","TOZEUR","TUNISIA",33.94,8.111
"1594","TRANG","TRANG","THAILAND",7.509,99.616
"1595","ALMIRANTE ZAR","TRELEW","ARGENTINA",-43.21,-65.27
"1596","TRENTON","TRENTON","CANADA",44.119,-77.528
"1597","TRES ARROYOS","TRES ARROYOS","ARGENTINA",-38.387,-60.329
"1598","TRIER FOHREN","TRIER","GERMANY",49.863,6.789
"1599","TRINIDAD","TRINIDAD","COLOMBIA",5.43,-71.658
"1600","TTE AV JORGE HENRICH ARAUZ","TRINIDAD","BOLIVIA",-14.819,-64.918
"1601","THIRUVANANTHAPURAM INTERNATIONAL","TRIVANDRUM","INDIA",8.482,76.918
"1602","CAPITAN CARLOS MARTINEZ DE PINILLOS","TRUJILLO","PERU",-8.085,-79.109
"1603","TENIENTE BENJAMIN MATIENZO","TUCUMAN","ARGENTINA",-26.841,-65.105
"1604","TUCUPITA","TUCUPITA","VENEZUELA",9.089,-62.094
"1605","TUCURUI","TUCURUI","BRAZIL",-3.785,-49.719
"1606","TUGUEGARAO","TUGUEGARAO","PHILIPPINES",17.638,121.731
"1607","TUKTOYAKTUK","TUKTOYAKTUK","CANADA",69.433,-133.026
"1608","EL ROSAL TENIENTE MANTILLA","TULCAN","ECUADOR",0.809,-77.708
"1609","FARFAN","TULUA","COLOMBIA",4.088,-76.235
"1610","LA FLORIDA","TUMACO","COLOMBIA",1.814,-78.749
"1611","PEDRO CANGA","TUMBES","PERU",-3.552,-80.381
"1612","TUMEREMO","TUMEREMO","VENEZUELA",7.249,-61.529
"1613","CARTHAGE","TUNIS","TUNISIA",36.851,10.227
"1614","GONZALO MEJIA","TURBO","COLOMBIA",8.074,-76.741
"1615","TURKU","TURKU","FINLAND",60.514,22.263
"1616","TURWESTON","TURWESTON","UK",52.041,-1.096
"1617","UBERABA","UBERABA","BRAZIL",-19.765,-47.965
"1618","UBERLANDIA","UBERLANDIA","BRAZIL",-18.883,-48.226
"1619","UDON THANI","UDON THANI","THAILAND",17.386,102.788
"1620","HASANUDDIN","UJUNG PANDANG","INDONESIA",-5.062,119.554
"1621","ULONGWE","ULONGWE","MOZAMBIQUE",-14.704,34.352
"1622","ULSAN","ULSAN","KOREA",35.593,129.352
"1623","URSEL","URSEL","BELGIUM",51.144,3.474
"1624","RUBEM BERTA","URUGUAIANA","BRAZIL",-29.782,-57.038
"1625","DIWOPU","URUMQI","CHINA",43.907,87.474
"1626","USHUAIA MALVINAS ARGENTINAS","USHUAIA","ARGENTINA",-54.843,-68.296
"1627","THALAMY","USSEL","FRANCE",45.535,2.424
"1628","UTTARADIT","UTTARADIT","THAILAND",17.674,100.235
"1629","UTTI","UTTI","FINLAND",60.896,26.938
"1630","VAASA","VAASA","FINLAND",63.051,21.761
"1631","VAL D OR","VAL DOR:CANADA:048:003:012:N:077:046:058:W:00338:48.053:-77.783
CYVP:YVP:KUUJJUAQ:QUUJJUAQ:CANADA:058:005:046:N:068:025:037:W:00040:58.096:-68.427
CYVQ:YVQ:NORMAN WELLS:NORMAN WELLS:CANADA:065:016:057:N:126:048:001:W:00074:65.282:-126.800
CYVR:YVR:VANCOUVER INTERNATIONAL:VANCOUVER:CANADA:049:011:042:N:123:010:055:W:00005:49.195:-123.182
CYVT:YVT:BUFFALO NARROWS:BUFFALO NARROWS:CANADA:055:050:031:N:108:025:003:W:00441:55.842:-108.418
CYVV:YVV:WIARTON:WIARTON:CANADA:044:044:045:N:081:006:026:W:00223:44.746:-81.107
CYWA:YWA:PETAWAWA:PETAWAWA:CANADA:045:057:008:N:077:019:009:W:00131:45.952:-77.319
CYWG:YWG:WINNIPEG INTERNATIONAL:WINNIPEG:CANADA:049:054:036:N:097:014:004:W:00239:49.910:-97.234
CYWK:YWK:WABUSH:WABUSH:CANADA:052:055:019:N:066:051:052:W:00552:52.922:-66.864
CYWL:YWL:WILLIAMS LAKE:WILLIAMS LAKE:CANADA:052:010:059:N:122:003:015:W:00941:52.183:-122.054
CYWO:N/A:N/A:LUPIN:CANADA:000:000:000:U:000:000:000:U:00000:0.000:0.000
CYWR:N/A:N/A:WHITE RIVER:CANADA:000:000:000:U:000:000:000:U:00000:0.000:0.000
CYWY:YWY:WRIGLEY:WRIGLEY:CANADA:063:012:034:N:123:026:012:W:00151:63.209:-123.437
CYXC:YXC:CRANBROOK:CRANBROOK:CANADA:049:036:037:N:115:046:057:W:00940:49.610:-115.782
CYXD:YXD:EDMONTON CITY CENTRE:EDMONTON:CANADA:053:034:021:N:113:031:014:W:00671:53.573:-113.521
CYXE:YXE:SASKATOON J G DIEFENBAKER INTERNATIONAL:SASKATOON:CANADA:052:010:015:N:106:041:059:W:00504:52.171:-106.700
CYXH:YXH:MEDICINE HAT:MEDICINE HAT:CANADA:050:001:008:N:110:043:015:W:00717:50.019:-110.721
CYXI:N/A:N/A:KILLALOE:CANADA:000:000:000:U:000:000:000:U:00000:0.000:0.000
CYXJ:YXJ:FORT ST JOHN:FORT SAINT JOHN:CANADA:056:014:017:N:120:044:025:W:00695:56.238:-120.740
CYXL:YXL:SIOUX LOOKOUT:SIOUX LOOKOUT:CANADA:050:006:052:N:091:054:015:W:00391:50.114:-91.904
CYXN:YXN:N/A:WHALE COVE:CANADA:000:000:000:U:000:000:000:U:00000:0.000:0.000
CYXP:YXP:PANGNIRTUNG:PANGNIRTUNG:CANADA:066:008:042:N:065:042:049:W:00023:66.145:-65.714
CYXR:YXR:TIMISKAMING RGNL:EARLTON:CANADA:047:041:042:N:079:050:056:W:00244:47.695:-79.849
CYXS:YXS:PRINCE GEORGE:PRINCE GEORGE:CANADA:053:053:022:N:122:040:044:W:00691:53.889:-122.679
CYXT:YXT:TERRACE:TERRACE:CANADA:054:027:059:N:128:034:039:W:00218:54.466:-128.577
CYXU:YXU:LONDON:LONDON:CANADA:043:002:008:N:081:009:014:W:00278:43.036:-81.154
CYXX:YXX:ABBOTSFORD:ABBOTSFORD:CANADA:049:001:031:N:122:021:048:W:00058:49.025:-122.363
CYXY:YXY:WHITEHORSE INTERNATIONAL:WHITEHORSE:CANADA:060:042:034:N:135:004:006:W:00707:60.709:-135.068
CYYB:YYB:NORTH BAY:NORTH BAY:CANADA:046:021:049:N:079:025:022:W:00371:46.364:-79.423
CYYC:YYC:CALGARY INTERNATIONAL:CALGARY:CANADA:051:006:050:N:114:001:013:W:01085:51.114:-114.020
CYYD:YYD:SMITHERS:SMITHERS:CANADA:054:049:029:N:127:010:058:W:00522:54.825:-127.183
CYYE:YYE:FORT NELSON:FORT NELSON:CANADA:058:050:011:N:122:035:049:W:00382:58.836:-122.597
CYYF:YYF:PENTICTON:PENTICTON:CANADA:049:027:046:N:119:036:008:W:00345:49.463:-119.602
CYYG:YYG:CHARLOTTETOWN:CHARLOTTETOWN:CANADA:046:017:024:N:063:007:016:W:00049:46.290:-63.121
CYYH:YYH:TALOYOAK:SPENCE BAY:CANADA:069:032:048:N:093:034:036:W:00029:69.547:-93.577
CYYJ:YYJ:VICTORIA INTERNATIONAL:VICTORIA:CANADA:048:038:049:N:123:025:033:W:00020:48.647:-123.426
CYYL:YYL:LYNN LAKE:LYNN LAKE:CANADA:056:051:050:N:101:004:034:W:00357:56.864:-101.076
CYYN:YYN:SWIFT CURRENT:SWIFT CURRENT:CANADA:050:017:031:N:107:041:026:W:00817:50.292:-107.691
CYYQ:YYQ:CHURCHILL:CHURCHILL:CANADA:058:044:021:N:094:003:054:W:00029:58.739:-94.065
CYYR:YYR:GOOSE BAY:GOOSE BAY:CANADA:053:019:009:N:060:025:033:W:00049:53.319:-60.426
CYYT:YYT:ST JOHNS INTERNATIONAL:ST. JOHNS","CANADA",47.619,-52.752
"1632","PICHOY","VALDIVIA","CHILE",-39.65,-73.086
"1633","ARTURO MICHELENA INTERNATIONAL","VALENCIA","VENEZUELA",10.158,-67.927
"1634","DENAIN","VALENCIENNES","FRANCE",50.326,3.461
"1635","DR ANTONIO NICOLAS BRICENO","VALERA","VENEZUELA",9.341,-70.584
"1636","VALLE DE LA PASCUA","VALLE DE LA PASCUA","VENEZUELA",9.222,-65.993
"1637","ALFONSO LOPEZ PUMAREJO","VALLEDUPAR","COLOMBIA",10.435,-73.249
"1638","VALLENAR","VALLENAR","CHILE",-28.598,-70.759
"1639","VANDERBIJLPARK","VANDERBIJLPARK","SOUTH AFRICA",-26.692,27.778
"1640","VARANASI","VARANASI","INDIA",25.452,82.859
"1641","MAJOR BRIGADEIRO TROMPOWSKY","VARGINHA","BRAZIL",-21.59,-45.473
"1642","VARKAUS","VARKAUS","FINLAND",62.171,27.869
"1643","LE ROZELIER","VERDUN","FRANCE",49.122,5.469
"1644","VEREENIGING","VEREENIGING","SOUTH AFRICA",-26.566,27.961
"1645","VERMILION","VERMILLION","CANADA",53.356,-110.824
"1646","LAHTI VESIVEHMAA","VESIVEHMAA","FINLAND",61.144,25.693
"1647","VESTMANNAEYJAR","VESTMANNAEYJAR","ICELAND",63.424,-20.279
"1648","GOBERNADOR CASTELLO","VIEDMA","ARGENTINA",-40.869,-63
"1649","WATTAY INTERNATIONAL","VIENTIANE","LAOS",17.988,102.563
"1650","VIGAN","VIGAN","PHILIPPINES",17.554,120.357
"1651","VIJAYAWADA","VIJAYAWADA","INDIA",16.53,80.797
"1652","VILANKULO","VILANKULU","MOZAMBIQUE",-22.018,35.313
"1653","TARARE","VILEFRANCE","FRANCE",45.916,4.641
"1654","VILHENA","VILHENA","BRAZIL",-12.694,-60.098
"1655","VILLA DOLORES","VILLA DOLORES","ARGENTINA",-31.941,-65.142
"1656","VILLA GESELL","VILLA GESELL","ARGENTINA",-37.235,-57.029
"1657","VILLA REYNOLDS","VILLA REYNOLDS","ARGENTINA",-33.73,-65.387
"1658","VELIZY","VILLACOUBLAY","FRANCE",48.774,2.201
"1659","VANGUARDIA","VILLAVICENCIO","COLOMBIA",4.168,-73.614
"1660","VILLENEUVE SUR LOT","VILLENEUVE-SUR-LOT","FRANCE",44.397,0.759
"1661","VILSHOFEN","VILSHOFEN","GERMANY",48.636,13.195
"1662","VIRAC","VIRAC","PHILIPPINES",13.578,124.206
"1663","GOIABEIRAS","VITORIA","BRAZIL",-20.256,-40.289
"1664","VITORIA DA CONQUISTA","VITORIA DA CONQUISTA","BRAZIL",-14.862,-40.863
"1665","VOHIMARINA","VOHEMAR","MADAGASCAR",-13.376,50.003
"1666","VREDENDAL","VREDENDAL","SOUTH AFRICA",-31.641,18.545
"1667","VRYHEID","VRYHEID","SOUTH AFRICA",-27.787,30.795
"1668","TAMBOLAKA","WAIKABUBAK","INDONESIA",-9.409,119.246
"1669","MAU HAU","WAINGAPU","INDONESIA",-9.67,120.304
"1670","WAIOURU","WAIOURU","NEW ZEALAND",-39.446,175.658
"1671","HIHIFO","WALLIS","WALLIS & FUTUNA",-13.238,-176.199
"1672","WAMENA","WAMENA","INDONESIA",-4.096,138.952
"1673","WARANGAL","WARANGAL","INDIA",17.918,79.599
"1674","WATERKLOOF AFB","WATERKLOOF","SOUTH AFRICA",-25.83,28.222
"1675","WATERLOO RGNL","WATERLOO","CANADA",43.459,-80.384
"1676","WATSON LAKE","WATSON LAKE","CANADA",60.118,-128.822
"1677","WEELDE","WEELDE","BELGIUM",51.395,4.961
"1678","WEIPA","WEIPA","AUSTRALIA",-12.679,141.925
"1679","WELKOM","WELKOM","SOUTH AFRICA",-27.998,26.669
"1680","WESSELSBRON","WESSELSBRUNN","SOUTH AFRICA",-27.847,26.35
"1681","WESTERLAND SYLT","WESTERLAND","GERMANY",54.913,8.34
"1682","WEWAK INTERNATIONAL","WEWAK","PAPUA NEW GUINEA",-3.584,143.669
"1683","WHITECOURT","WHITECOURT","CANADA",54.144,-115.787
"1684","MALIKUS SALEH","WHOK SEUMAWE","INDONESIA",5.227,96.95
"1685","WILHELMSHAVEN MARIENSIEL","WILHELMSHAVEN","GERMANY",53.505,8.053
"1686","WINDSOR","WINDSOR","CANADA",42.276,-82.956
"1687","WINNIPEG ST ANDREWS","WINNIPEG","CANADA",50.056,-97.032
"1688","WITBANK","WITBANK","SOUTH AFRICA",-25.832,29.192
"1689","WONJU","WONJU","KOREA",37.438,127.96
"1690","MANCHESTER WOODFORD","WOODFORT","ENGLAND",53.338,-2.149
"1691","WOOMERA","WOOMERA","AUSTRALIA",-31.144,136.817
"1692","WORMS","WORMS","GERMANY",49.606,8.368
"1693","YALA","YA LA","THAILAND",6.527,101.242
"1694","YANGYANG INTERNATIONAL","YANGKU","KOREA",38.061,128.669
"1695","YANGON INTERNATIONAL","YANGON","MYANMAR",16.907,96.133
"1696","YANJI","YANJI","CHINA",42.882,129.448
"1697","YAOUNDE","YAOUNDE","CAMEROON",3.835,11.524
"1698","YECHEON","YECHON","KOREA",36.632,128.355
"1699","YELLOWKNIFE","YELLOWKNIFE","CANADA",62.463,-114.44
"1700","YEOVILTON","YEOVILTON","UK",51.009,-2.639
"1701","YLIVIESKA","YLIVIESKA-RAUDASKYLA","FINLAND",64.06,24.716
"1702","ADI SUTJIPTO","YOGYAKARTA","INDONESIA",-7.788,110.432
"1703","YONAGUNI","YONAGUNI JIMA","JAPAN",24.467,122.978
"1704","YORKTON MUNI","YORKTON","CANADA",51.265,-102.462
"1705","YORON","YORON","JAPAN",27.044,128.401
"1706","YSTERPLAAT","YSTERPLAAT","SOUTH AFRICA",-33.9,18.498
"1707","MOISES BENZAQUEN RENGIFO","YURIMAGUAS","PERU",-5.894,-76.118
"1708","ZAMBEZI","ZAMBEZI","ZAMBIA",-13.539,23.11
"1709","ZAMBOANGA INTERNATIONAL","ZAMBOANGA","PHILIPPINES",6.922,122.059
"1710","JOHAN A PENGEL INTERNATIONAL","ZANDERY","SURINAM",5.453,-55.188
"1711","IN AMENAS","ZARZAITINE","ALGERIA",28.051,9.643
"1712","ZEERUST","ZEERUST","SOUTH AFRICA",-25.599,26.042
"1713","ZIGUINCHOR","ZIGUINCHOR","SENEGAL",12.556,-16.282
"1714","ZINDER","ZINDER","NIGER",13.779,8.984
"1715","ZOERSEL","ZOERSEL","BELGIUM",51.266,4.755
"1716","ZUTENDAAL","ZUTENDAAL","BELGIUM",50.948,5.592
"1717","ZWEIBRUCKEN","ZWEIBRUECKEN","GERMANY",49.209,7.401
